text,sentiment
Very disappointed with this meal. Not worth it.,negative
Average product — nothing too exciting.,neutral
Fantastic laptop. Will definitely recommend to others.,positive
I absolutely love this software! It exceeded all my expectations.,positive
This software made my day! I'm really satisfied.,positive
This headset is okay. Does the job.,neutral
Very disappointed with this subscription. Not worth it.,negative
Very disappointed with this application. Not worth it.,negative
Impressive phone — works perfectly and looks great.,positive
This vacuum is neither good nor bad.,neutral
This service is neither good nor bad.,neutral
I hate this headset. It's a complete waste of money.,negative
"It's a decent application, works as intended.",neutral
Average phone — nothing too exciting.,neutral
Worst movie I've ever bought. Totally useless.,negative
Poor quality movie and horrible customer support.,negative
Mediocre software. You get what you pay for.,neutral
Very disappointed with this software. Not worth it.,negative
This delivery is neither good nor bad.,neutral
This laptop made my day! I'm really satisfied.,positive
Superb application with outstanding quality and value.,positive
Poor quality tool and horrible customer support.,negative
Superb movie with outstanding quality and value.,positive
Very disappointed with this order. Not worth it.,negative
I absolutely love this headset! It exceeded all my expectations.,positive
Mediocre purchase. You get what you pay for.,neutral
This device is okay. Does the job.,neutral
I hate this headset. It's a complete waste of money.,negative
Terrible device — broke within days of use.,negative
Superb tool with outstanding quality and value.,positive
Terrible software — broke within days of use.,negative
This camera is okay. Does the job.,neutral
This service made my day! I'm really satisfied.,positive
This order made my day! I'm really satisfied.,positive
Very disappointed with this service. Not worth it.,negative
Superb movie with outstanding quality and value.,positive
Fantastic purchase. Will definitely recommend to others.,positive
Superb laptop with outstanding quality and value.,positive
Worst headset I've ever bought. Totally useless.,negative
Impressive tool — works perfectly and looks great.,positive
I absolutely love this laptop! It exceeded all my expectations.,positive
Very disappointed with this order. Not worth it.,negative
Worst order I've ever bought. Totally useless.,negative
This movie is neither good nor bad.,neutral
Worst device I've ever bought. Totally useless.,negative
Superb tool with outstanding quality and value.,positive
This product made my day! I'm really satisfied.,positive
Average purchase — nothing too exciting.,neutral
This movie is neither good nor bad.,neutral
Worst meal I've ever bought. Totally useless.,negative
This product is okay. Does the job.,neutral
This headset is okay. Does the job.,neutral
This headset is neither good nor bad.,neutral
Very disappointed with this vacuum. Not worth it.,negative
This car is okay. Does the job.,neutral
I absolutely love this movie! It exceeded all my expectations.,positive
Terrible book — broke within days of use.,negative
I absolutely love this purchase! It exceeded all my expectations.,positive
Poor quality device and horrible customer support.,negative
This order is neither good nor bad.,neutral
This application is okay. Does the job.,neutral
Average subscription — nothing too exciting.,neutral
Poor quality headset and horrible customer support.,negative
Terrible vacuum — broke within days of use.,negative
Superb laptop with outstanding quality and value.,positive
Very disappointed with this movie. Not worth it.,negative
Mediocre camera. You get what you pay for.,neutral
This software made my day! I'm really satisfied.,positive
Fantastic movie. Will definitely recommend to others.,positive
This purchase is okay. Does the job.,neutral
Poor quality phone and horrible customer support.,negative
Impressive subscription — works perfectly and looks great.,positive
Average application — nothing too exciting.,neutral
Very disappointed with this movie. Not worth it.,negative
Fantastic vacuum. Will definitely recommend to others.,positive
"It's a decent service, works as intended.",neutral
Very disappointed with this service. Not worth it.,negative
Impressive laptop — works perfectly and looks great.,positive
"It's a decent tool, works as intended.",neutral
Fantastic tool. Will definitely recommend to others.,positive
I hate this camera. It's a complete waste of money.,negative
Impressive tool — works perfectly and looks great.,positive
Average order — nothing too exciting.,neutral
This headset is neither good nor bad.,neutral
I absolutely love this meal! It exceeded all my expectations.,positive
Very disappointed with this service. Not worth it.,negative
This headset is okay. Does the job.,neutral
I absolutely love this order! It exceeded all my expectations.,positive
"It's a decent meal, works as intended.",neutral
This subscription is okay. Does the job.,neutral
Terrible meal — broke within days of use.,negative
Worst service I've ever bought. Totally useless.,negative
This device is okay. Does the job.,neutral
Terrible experience — broke within days of use.,negative
This camera is okay. Does the job.,neutral
This delivery made my day! I'm really satisfied.,positive
Very disappointed with this purchase. Not worth it.,negative
Average software — nothing too exciting.,neutral
Worst purchase I've ever bought. Totally useless.,negative
Average movie — nothing too exciting.,neutral
Terrible experience — broke within days of use.,negative
Terrible software — broke within days of use.,negative
Fantastic meal. Will definitely recommend to others.,positive
Impressive software — works perfectly and looks great.,positive
Impressive camera — works perfectly and looks great.,positive
Mediocre application. You get what you pay for.,neutral
This device is neither good nor bad.,neutral
Fantastic phone. Will definitely recommend to others.,positive
I absolutely love this camera! It exceeded all my expectations.,positive
This software is neither good nor bad.,neutral
Mediocre order. You get what you pay for.,neutral
Fantastic car. Will definitely recommend to others.,positive
Mediocre product. You get what you pay for.,neutral
Poor quality subscription and horrible customer support.,negative
"It's a decent camera, works as intended.",neutral
Very disappointed with this device. Not worth it.,negative
This experience is okay. Does the job.,neutral
Impressive vacuum — works perfectly and looks great.,positive
Superb device with outstanding quality and value.,positive
Fantastic product. Will definitely recommend to others.,positive
Superb application with outstanding quality and value.,positive
Impressive application — works perfectly and looks great.,positive
Average subscription — nothing too exciting.,neutral
This service made my day! I'm really satisfied.,positive
Superb headset with outstanding quality and value.,positive
This purchase is okay. Does the job.,neutral
Very disappointed with this laptop. Not worth it.,negative
This application is neither good nor bad.,neutral
"It's a decent delivery, works as intended.",neutral
"It's a decent movie, works as intended.",neutral
Very disappointed with this product. Not worth it.,negative
Worst software I've ever bought. Totally useless.,negative
This movie made my day! I'm really satisfied.,positive
"It's a decent headset, works as intended.",neutral
Fantastic camera. Will definitely recommend to others.,positive
Poor quality service and horrible customer support.,negative
I hate this headset. It's a complete waste of money.,negative
Average order — nothing too exciting.,neutral
Mediocre headset. You get what you pay for.,neutral
Poor quality phone and horrible customer support.,negative
I absolutely love this laptop! It exceeded all my expectations.,positive
Average vacuum — nothing too exciting.,neutral
This order made my day! I'm really satisfied.,positive
This headset made my day! I'm really satisfied.,positive
Very disappointed with this camera. Not worth it.,negative
Average subscription — nothing too exciting.,neutral
Fantastic phone. Will definitely recommend to others.,positive
This phone made my day! I'm really satisfied.,positive
Worst meal I've ever bought. Totally useless.,negative
Very disappointed with this tool. Not worth it.,negative
Mediocre experience. You get what you pay for.,neutral
Very disappointed with this movie. Not worth it.,negative
I hate this camera. It's a complete waste of money.,negative
Terrible application — broke within days of use.,negative
Very disappointed with this purchase. Not worth it.,negative
Impressive camera — works perfectly and looks great.,positive
Impressive application — works perfectly and looks great.,positive
Terrible service — broke within days of use.,negative
I hate this purchase. It's a complete waste of money.,negative
This product is neither good nor bad.,neutral
Superb movie with outstanding quality and value.,positive
I hate this experience. It's a complete waste of money.,negative
Poor quality software and horrible customer support.,negative
Very disappointed with this phone. Not worth it.,negative
Average camera — nothing too exciting.,neutral
I absolutely love this order! It exceeded all my expectations.,positive
This book is neither good nor bad.,neutral
I absolutely love this tool! It exceeded all my expectations.,positive
Poor quality application and horrible customer support.,negative
Very disappointed with this car. Not worth it.,negative
Fantastic application. Will definitely recommend to others.,positive
This purchase made my day! I'm really satisfied.,positive
Worst application I've ever bought. Totally useless.,negative
Mediocre car. You get what you pay for.,neutral
I hate this service. It's a complete waste of money.,negative
Worst movie I've ever bought. Totally useless.,negative
Very disappointed with this device. Not worth it.,negative
I absolutely love this purchase! It exceeded all my expectations.,positive
This headset is neither good nor bad.,neutral
I absolutely love this book! It exceeded all my expectations.,positive
Terrible application — broke within days of use.,negative
This vacuum made my day! I'm really satisfied.,positive
Terrible headset — broke within days of use.,negative
This book is neither good nor bad.,neutral
I hate this laptop. It's a complete waste of money.,negative
"It's a decent tool, works as intended.",neutral
This tool is neither good nor bad.,neutral
I hate this application. It's a complete waste of money.,negative
"It's a decent delivery, works as intended.",neutral
Superb book with outstanding quality and value.,positive
"It's a decent service, works as intended.",neutral
Terrible order — broke within days of use.,negative
Poor quality laptop and horrible customer support.,negative
Very disappointed with this phone. Not worth it.,negative
Average laptop — nothing too exciting.,neutral
Fantastic application. Will definitely recommend to others.,positive
Worst delivery I've ever bought. Totally useless.,negative
I absolutely love this meal! It exceeded all my expectations.,positive
Fantastic movie. Will definitely recommend to others.,positive
This service made my day! I'm really satisfied.,positive
This headset is okay. Does the job.,neutral
Average camera — nothing too exciting.,neutral
